							Drilling Data									
							Noblige-1									



DEPTH	TVD	ROP_AVG	WOB_AVG	TORQUE_AVG	TORQUE_MIN	TORQUE_MAX	BIT_RPM	FLOWIN	FLOWOUT	PUMP_AVG	MWIN	MWOUT	MTIN	MTOUT	PITTOT	TBR
mMDRT	mTVDRT	m/hr	klbs	kft.lb	kft.lb	kft.lb	rpm	gal/min	gal/min	psi	sg	sg	degC	degC	bbls	

3739	3738.76	50.7	13.1	3.4	0.9	7.7	271	607	831	3295	1.13	1.13	17.5	17.9	1249.8	266406
3740	3739.76	47.9	16.2	4.7	1.5	11.1	266	606	815	3324	1.13	1.13	17.5	18	1249.1	266717
3741	3740.76	46.6	13.8	2.9	1	9.6	272	607	809	3223	1.13	1.13	17.5	18	1243.5	267051
3742	3741.76	36.1	14.7	3.7	2	9.4	271	611	832	3274	1.13	1.13	17.5	18.1	1245.1	267504
3743	3742.76	36.6	14.6	3.2	0.2	9	272	609	834	3259	1.13	1.13	17.4	18	1244.3	267906
3744	3743.76	41.1	16.4	5	1.4	12	262	608	804	3261	1.13	1.13	17.4	17.8	1240	268329
3745	3744.76	45.6	14.8	3.3	1.8	9.2	271	607	815	3253	1.13	1.13	17.4	18.1	1240.3	268695
3746	3745.76	36.5	12.8	3.4	0.2	10.8	272	610	820	3216	1.13	1.13	17.4	17.8	1240.1	269176
3747	3746.76	50.6	18.1	3.8	1.8	10.4	268	605	812	3328	1.13	1.13	17.4	17.9	1238.1	269469
3748	3747.76	48.9	17.9	4.3	1.6	10.3	266	604	811	3324	1.13	1.13	17.4	17.9	1238.4	269813
3749	3748.76	39	16	4.3	1.8	10.7	268	610	831	3271	1.13	1.13	17.4	17.9	1236.7	270223
3750	3749.76	25.1	21.8	3	1.2	10.3	271	606	819	3266	1.13	1.13	17.4	17.9	1238.1	270918
3751	3750.76	33	18.1	4	0	12	268	610	821	3182	1.13	1.13	17.4	17.8	1237	271383
3752	3751.76	35.2	16.4	3.6	1.3	9.7	270	608	817	3207	1.13	1.13	17.4	18	1235.7	271818
3753	3752.76	39.6	14.6	4.2	1.7	10.9	269	610	815	3183	1.13	1.13	17.4	17.8	1233	272206
3754	3753.76	37.5	14.7	3.4	1.1	12.2	271	610	823	3179	1.13	1.13	17.4	17.9	1234	272611
3755	3754.76	33.8	15.7	3.6	0	7.7	268	607	827	3153	1.13	1.13	17.4	18.2	1253.9	273045
3756	3755.76	29.1	10.6	3.5	0.1	12.1	264	594	800	2987	1.13	1.13	17.6	18.6	1237.5	273701
3757	3756.76	23.3	16.7	3.7	1.3	12	263	590	813	3032	1.13	1.13	17.6	18.5	1234.1	274463
3758	3757.76	21.9	18.3	3.9	0.4	12.1	262	588	811	3097	1.13	1.13	17.6	18.5	1231.4	275124
3759	3758.76	47.6	20.5	5.2	3	11.8	255	584	789	3192	1.13	1.13	17.6	18.5	1228.6	275431
3760	3759.76	31.8	16.9	2.8	1.3	11.4	289	587	815	3095	1.13	1.13	17.6	18.5	1229.5	276134
3761	3760.76	20.3	19.6	3.5	0	12	283	588	802	3076	1.13	1.13	17.6	18.4	1226.3	276990
3762	3761.76	28.6	19.5	3.4	1.6	11.4	287	583	802	3118	1.13	1.13	17.7	18.4	1225.1	277566
3763	3762.76	50	14.5	2.7	0.5	10.6	293	607	823	3184	1.13	1.13	17.7	18.2	1221.7	278122
3764	3763.76	30.5	16	3.1	2	8.7	261	609	813	3239	1.13	1.13	17.7	18.3	1221.3	278639
3765	3764.76	31.3	17.6	3.4	1.4	7.3	261	605	826	3241	1.13	1.13	17.6	18.4	1220.2	279116
3766	3765.76	55.2	14.8	3.1	1.4	7.6	261	606	825	3215	1.13	1.13	17.7	18.4	1219.8	279396
3767	3766.76	44.7	17.1	3.7	1.5	8.2	260	606	806	3254	1.13	1.13	17.6	18.5	1218.5	279759
3768	3767.76	46.2	17.5	3.7	2.2	10.2	260	604	830	3294	1.13	1.13	17.7	18.6	1220.6	280085
3769	3768.76	29.9	18	2.9	0.1	9.5	260	606	825	3224	1.13	1.13	17.7	14.6	1216.1	280598
3770	3769.76	38.3	19.6	3	1.3	8.9	261	601	828	3284	1.13	1.13	17.7	16.6	1281	280967
3771	3770.76	33.4	18.3	3.4	1.2	9.3	260	604	807	3274	1.13	1.13	17.6	15	1378.7	281758
3772	3771.76	28.6	20.7	1.4	1.5	11.7	272	609	770	3031	1.13	1.13	17.7	16.9	1418	282630
3773	3772.76	29.6	17.6	2.9	1.3	7.5	261	605	816	3214	1.13	1.13	17.6	16.7	1414.8	283143
3774	3773.76	28.4	20.9	4.5	0.8	9.9	255	602	810	3299	1.13	1.13	17.7	18	1414.1	283668
3775	3774.76	26.1	22.4	2.9	0	12.2	261	606	800	3239	1.13	1.13	17.6	17.9	1413.4	284260
3776	3775.76	18.9	16.4	3.1	1.9	7	261	607	799	3226	1.13	1.13	17.6	17.8	1409.4	285681
3777	3776.76	28.9	17.3	2.7	0.7	10.5	262	606	813	3202	1.13	1.13	17.6	18.1	1408.4	286219
3778	3777.76	25.9	17.3	3.7	2.2	8.3	260	607	814	3283	1.13	1.13	17.5	17.7	1408.3	286842
3779	3778.76	25.5	19.7	3.3	0.7	9.7	259	606	826	3178	1.13	1.13	17.4	17.8	1405.9	287426
3780	3779.76	23.4	19.6	3.2	0.4	8.8	261	607	819	3253	1.13	1.13	17.4	17.4	1404	288187
3781	3780.76	21.9	23.1	3.3	1.3	7.6	260	603	823	3276	1.13	1.13	17.4	17.6	1400.8	288877
3782	3781.76	18.9	21.9	2.9	1.5	8.8	262	605	797	3263	1.13	1.13	17.3	17.8	1399.1	289680
3783	3782.76	16.3	16.6	2.9	0	10.1	262	603	803	3147	1.13	1.13	17.5	18.4	1404.4	290631
3784	3783.76	17.4	12.1	2.7	0.7	7.1	263	601	814	3137	1.13	1.13	17.7	18.1	1382.3	291498
3785	3784.76	19.5	12.6	2.9	1.4	7.1	261	600	809	3160	1.13	1.13	17.6	18.7	1382.4	292268
3786	3785.76	26.8	14.5	3.2	1.4	7.5	260	598	809	3224	1.13	1.13	17.7	18.5	1381.4	292865
3787	3786.76	26.8	14.4	2.6	1.4	7.1	260	599	826	3182	1.13	1.13	17.7	18.6	1379	293453
3788	3787.76	22.5	16.7	3.5	1.5	8.6	258	597	804	3233	1.13	1.13	17.7	18.4	1379.6	294125
3789	3788.76	25.6	15.2	2.8	1.5	6.8	261	601	827	3152	1.13	1.13	17.7	18.5	1377.6	294844
3790	3789.76	18.7	11	2.8	1.3	6.6	250	561	807	2901	1.13	1.13	17.7	18.3	1379.5	295683
3791	3790.75	24.1	16.4	3.5	1.8	7.2	259	598	811	3252	1.13	1.13	17.6	18.3	1378.4	296349
3792	3791.75	41.1	19.7	3	1.9	6.7	261	604	824	3294	1.13	1.13	17.5	18.4	1377.6	296704
3793	3792.75	25.8	13.3	2.6	1.5	6.2	265	617	818	3187	1.13	1.13	17.5	18.2	1376.2	297397
3794	3793.75	34.2	17.4	3	1.6	7.2	256	584	820	2872	1.13	1.13	17.5	18.3	1374.6	297819
3795	3794.75	34.6	13.5	3.2	1.7	6.6	261	606	817	3208	1.13	1.13	17.5	18.3	1373.3	298455
3796	3795.75	41.1	11.4	3	2.2	5.3	262	608	813	3176	1.13	1.13	17.4	18	1372.5	298812
3797	3796.75	33.6	11.5	3	2.3	5.7	262	608	825	3158	1.13	1.13	17.5	18.2	1372.2	299299
3798	3797.75	24.8	19.6	2.4	1.2	8.2	264	602	806	3230	1.13	1.13	17.5	18.2	1372.1	299921
3799	3798.75	47	13.9	2.8	1.9	5.9	262	606	825	3204	1.13	1.13	17.5	18.1	1372.4	300220
3800	3799.75	31.2	13.4	2.9	1.5	5.7	262	608	796	3154	1.13	1.13	17.4	18.2	1371.4	300802
3801	3800.75	25.4	19.3	3.1	1.9	6.9	261	603	816	3248	1.13	1.13	17.4	18.2	1371	301420
3802	3801.75	21.1	18.8	3	1.8	7.2	262	605	817	3201	1.13	1.13	17.4	18.1	1372.5	302133
3803	3802.75	25.7	21.5	3.4	1.7	6.8	259	600	817	3302	1.13	1.13	17.4	18.5	1370	302678
3804	3803.75	23.4	19.1	3.1	0.6	7.6	261	602	808	3254	1.13	1.13	17.4	18.3	1368.2	303421
3805	3804.75	18.7	19.3	2.3	0.5	8.8	265	606	823	3182	1.13	1.13	17.5	18.4	1363	304393
3806	3805.75	20.4	20.4	3	0.4	8.3	262	605	817	3190	1.13	1.13	17.5	18.7	1358	305247
3807	3806.75	26.3	16.5	2.9	0.8	7	263	604	820	3220	1.13	1.13	17.5	18.4	1356.6	305826
3808	3807.75	28.7	14.5	2.9	0.9	7.2	262	604	825	3213	1.13	1.13	17.6	18.5	1356.2	306342
3809	3808.75	32.9	19	3.2	0.9	7.3	262	604	811	3229	1.13	1.13	17.6	18.4	1353.8	306774
3810	3809.75	29.9	16.2	3.4	0	7.2	262	604	812	3220	1.13	1.13	17.6	18.4	1352	307298
3811	3810.75	31	15.3	2.5	0.6	6.8	264	606	812	3176	1.13	1.13	17.6	18.5	1350.6	307822
3812	3811.75	30.2	11.5	2.7	0.9	6.6	263	607	810	3139	1.13	1.13	17.7	18.5	1360.5	308358
3813	3812.75	22.1	12.4	2	0	8.5	262	603	780	3181	1.13	1.13	17.9	19	1347.7	309137
3814	3813.75	33.4	7.6	3	1.5	6.7	259	606	801	3176	1.13	1.13	17.9	18.8	1346.9	309822
3815	3814.75	45.2	9.7	3.1	2	7.3	257	602	794	3260	1.13	1.13	18	18.9	1342.6	310250
3816	3815.75	56.9	16.2	3	1.7	9.5	258	603	773	3321	1.13	1.13	17.9	18.8	1341.2	310566
3817	3816.75	42.1	11.3	3.2	1.3	7.8	255	597	810	3255	1.13	1.13	17.9	18.8	1341.6	310978
3818	3817.75	58.2	10.3	3.4	2.6	7.7	256	601	808	3250	1.13	1.13	18	18.8	1341.7	311241
3819	3818.75	59.2	13.2	3.4	1.8	9.3	255	596	816	3296	1.13	1.13	18	18.8	1342.4	311511
3820	3819.75	46.5	10.2	2.9	1.9	6.4	256	596	805	3264	1.13	1.13	18	18.8	1341.8	311841
3821	3820.75	54.1	10.5	2.9	2.1	6.3	257	599	810	3271	1.13	1.13	18	18.8	1341.6	312143
3822	3821.75	92.6	12.4	2.9	1.4	7.2	257	596	793	3332	1.13	1.13	18	18.8	1364.9	312356
3823	3822.75	44.1	15.2	3.6	2.3	9.2	258	601	795	3311	1.13	1.13	18.5	19.1	1345	312807
3824	3823.75	34.9	9.9	2.5	1.4	6.3	263	605	818	3153	1.13	1.13	18.5	19	1340.3	313301
3825	3824.75	36.4	16.1	3	0.8	8.7	261	605	821	3227	1.13	1.13	18.6	19	1334.9	313781
3826	3825.75	17	15.6	2.6	1.4	6	283	680	842	3535	1.13	1.13	18.7	19.2	1330.6	314912
3827	3826.75	36.5	23.3	3.5	2.3	9.3	257	597	815	3483	1.13	1.13	18.8	19.1	1329	315216
3828	3827.75	30.5	17.1	1.7	0	9.4	266	607	809	3259	1.13	1.13	18.7	18.9	1330.4	315761
3829	3828.75	24.1	14.6	2.5	0.3	10.4	263	606	823	3253	1.13	1.13	18.7	18.8	1329.4	316407
3830	3829.75	35.7	16.1	3.7	1.9	8.9	259	606	817	3354	1.13	1.13	18.7	18.8	1328.3	316992
3831	3830.75	28.1	15.1	2.8	1.4	7.6	262	607	815	3277	1.13	1.13	18.6	18.8	1328.3	317593
3832	3831.75	18.8	17.3	3.2	0.6	12	261	608	813	3241	1.13	1.13	18.5	18.5	1327.9	318442
3833	3832.75	35	18	3.3	0.7	9.9	261	608	797	3286	1.13	1.13	18.4	18.6	1325.9	318907
3834	3833.75	24.2	19.3	2.7	1.2	7.7	261	603	808	3328	1.13	1.13	18.4	18.6	1325.2	319519
3835	3834.75	39	16.8	3.3	2.5	6.7	260	605	814	3314	1.13	1.13	18.3	18.5	1324.5	319973
3836	3835.75	36.7	22.3	2.9	1.5	8.1	260	601	819	3435	1.13	1.13	18.3	18.5	1325.2	320440
3837	3836.75	24.9	16.5	3	1.9	8	262	606	818	3305	1.13	1.13	18.2	18.6	1324.6	321059
3838	3837.75	30.6	14.2	2.8	1.7	6.2	262	607	825	3252	1.13	1.13	18.1	18.4	1323.1	321535
3839	3838.75	26.3	19.1	3.1	1	9.3	260	602	826	3364	1.13	1.13	18.1	18.5	1323	322133
3840	3839.74	25.2	22.1	3.2	1.7	8.3	259	600	812	3397	1.13	1.13	18	18.2	1321.7	322748
3841	3840.74	35.4	17.4	3	1.6	8.2	260	601	815	3357	1.13	1.13	17.9	18.5	1321.4	323184
3842	3841.74	32.2	20	2.9	1.8	7.9	261	602	818	3343	1.13	1.13	17.9	18.4	1358.3	323665
3843	3842.74	28	20.8	3.2	1.9	8.5	257	579	798	3237	1.13	1.13	17.9	18.6	1415.8	324242
3844	3843.74	32.9	21	2.8	1.6	8	258	579	788	3184	1.13	1.13	18	18.8	1421.5	324710
3845	3844.74	30.1	17.1	3.4	1.7	7.2	256	580	810	3179	1.13	1.13	17.9	18.8	1435.5	325263
3846	3845.74	37.7	21	3.4	2.7	7.4	255	577	805	3243	1.13	1.13	17.9	18.8	1437.8	325643
3847	3846.74	27.2	19.3	2.8	1.5	8.2	258	579	806	3214	1.13	1.13	18	18.7	1444.8	326203
3848	3847.74	26.5	18	2.9	1.6	7.9	258	579	807	3207	1.13	1.13	18	18.7	1453.9	326746
3849	3848.74	32.5	17.4	3.1	1.6	7.8	258	581	809	3204	1.13	1.13	18	18.7	1463.2	327206
3850	3849.74	31.1	11	2.3	0.7	7.5	262	586	832	3059	1.13	1.13	18	18.7	1468.5	327712
3851	3850.74	43.7	12.7	2.6	1.5	7.8	261	585	801	3147	1.13	1.13	18	18.7	1476	328079
3852	3851.74	24.4	15.1	3.1	0	9.9	257	579	818	3225	1.13	1.13	18.1	18.5	1485	328719
3853	3852.74	34	19.2	3.1	1.8	7.5	256	575	808	3264	1.13	1.13	18.1	18.6	1493.7	329095
3854	3853.74	37.3	19.4	2.5	0	9.2	258	576	798	3286	1.13	1.13	18.1	18.6	1496.4	329505
3855	3854.74	30.1	19.7	2.7	1.3	9.2	258	577	806	3224	1.13	1.13	18.1	18.6	1507.9	330020
3856	3855.74	22.3	17.6	2.7	1.5	8.3	258	579	811	3200	1.13	1.13	18.1	18.6	1519.2	330700
3857	3856.74	30.8	21.9	3.6	1.6	9.4	254	575	814	3317	1.13	1.13	18.1	18.7	1531.9	331277
3858	3857.74	24.6	18.4	2.6	1	8	259	580	824	3198	1.13	1.13	18.1	18.6	1543.3	331921
3859	3858.74	30.1	18.9	3	1.2	9.6	257	578	807	3275	1.13	1.13	18.1	18.7	1553.3	332426
3860	3859.74	28.7	16.9	3	1.8	9.3	258	581	818	3213	1.13	1.13	18.2	18.7	1563.3	332950
3861	3860.74	31.9	20.3	4.3	1.4	11.7	253	580	803	3190	1.13	1.13	18.2	18.6	1572.3	333391
3862	3861.74	31.4	16.4	3.2	1.2	8.9	257	579	800	3205	1.13	1.13	18.2	18.6	1579.7	333900
3863	3862.74	27	11.3	2.9	0.6	8.1	260	586	798	3070	1.13	1.13	18.2	18.7	1589.4	334475
3864	3863.74	45.6	18.7	3.9	2.9	7.5	254	577	809	3307	1.13	1.13	18.2	18.7	1595.9	334755
3865	3864.74	49.7	17.6	2.6	1.2	8.2	258	576	800	3247	1.13	1.13	18.2	18.6	1601.8	335050
3866	3865.74	43.6	14.8	2.8	1.4	8.2	258	580	808	3205	1.13	1.13	18.2	18.7	1600.8	335420
3867	3866.74	53	18.2	3.3	2	8.1	254	573	818	3335	1.13	1.13	18.2	18.7	1598.1	335686
3868	3867.74	41	17.7	2.6	1.4	7.9	258	578	810	3235	1.13	1.13	18.2	18.7	1595.3	336080
3869	3868.74	36.8	20	3.2	1.3	9.3	256	577	801	3305	1.13	1.13	18.2	18.8	1593.5	336486
3870	3869.74	30.3	19.4	3.1	1.3	9.5	256	577	778	3265	1.14	1.14	18.2	18.8	1593.4	337036
3871	3870.74	28.2	16	3.3	2	8.2	256	580	808	3195	1.14	1.14	18.2	18.6	1592.6	337694
3872	3871.74	18.3	18.5	2.1	0.6	9.7	280	603	757	3131	1.14	1.14	18.2	18.8	1583.5	338830
3873	3872.74	23.6	21	2.2	0.6	10.1	276	591	776	3338	1.14	1.14	18.1	18.8	1580.4	339441
3874	3873.73	32	23.9	3	1.5	11.1	274	591	798	3368	1.14	1.14	18.1	18.7	1578.9	339867
3875	3874.73	24.2	14.3	2.7	1.4	8.5	278	604	808	3148	1.13	1.14	18.2	18.6	1577.9	340597
3876	3875.73	40.9	20.5	3.3	2.5	10.4	274	594	386	3320	1.13	1.14	18.1	18.7	1581.3	341046
3877	3876.73	35.2	13.1	3.1	1.9	7.2	277	603	441	3173	1.13	1.14	18.2	18.8	1581.8	341586
3878	3877.73	36.1	22.2	3.1	1.6	8.9	273	589	760	3381	1.13	1.14	18.2	18.7	1581.9	342027
3879	3878.73	34.5	25.8	2.9	1.9	9.4	272	586	815	3403	1.13	1.14	18.3	18.7	1577.3	342474
3880	3879.73	41.5	19.9	2.7	1.5	8	274	589	818	3309	1.13	1.14	18.2	18.3	1577.3	342803
3881	3880.73	60.1	17.6	3.5	2.7	6.8	274	597	818	3243	1.13	1.14	18.2	18.5	1573.1	343067
3882	3881.73	44.6	19.5	2.5	1.4	9.2	275	593	828	3279	1.13	1.14	18.2	18.6	1573.3	343488
3883	3882.73	34.9	14.1	3.3	2.8	5.5	275	599	808	3200	1.13	1.14	18.2	18.4	1572.7	343986
3884	3883.73	38.2	16.6	2.7	1	8	275	595	816	3280	1.13	1.14	18.2	18.4	1572.7	344463
3885	3884.73	60	18.1	3.8	2.6	7.9	271	591	831	3363	1.13	1.14	18.2	18.1	1571.1	344729
3886	3885.73	72.2	18.1	3.2	1.3	8.5	273	592	836	3356	1.13	1.14	18.2	18.2	1572.1	344954
3887	3886.73	57	18.5	3.1	1.4	8.4	274	592	825	3321	1.13	1.14	18.2	18.2	1570.7	345274
3888	3887.73	66.2	18.7	3.3	2	7.9	272	590	796	3389	1.13	1.14	18.3	18.3	1571.4	345522
3889	3888.73	38.1	18.7	2.6	0.2	9.8	274	590	808	3345	1.13	1.14	18.2	18.4	1570.3	346033
3890	3889.73	42.4	18.6	2.6	0.9	8.7	275	591	808	3324	1.13	1.14	18.2	18.5	1570.1	346436
3891	3890.73	71.6	21.2	3.3	1.6	9.1	272	589	810	3415	1.13	1.14	18.2	18.5	1569.8	346674
3892	3891.73	39.8	16	3	1.7	7	275	597	817	3256	1.13	1.14	18.2	18.4	1570.3	347083
3893	3892.73	48.9	22.5	3.2	2.3	7.2	273	592	821	3348	1.13	1.14	18.2	18.3	1570.7	347495
3894	3893.73	33	19	3.1	0.6	10.9	274	595	818	3257	1.13	1.14	18.1	18.3	1569.9	348005
3895	3894.73	28	16.5	2.9	1.6	7.9	275	596	819	3242	1.13	1.14	18.1	18.4	1568.5	348589
3896	3895.73	20.3	21	2.7	1	10	275	594	826	3248	1.13	1.14	18.1	18.4	1567.6	349426
3897	3896.73	29.7	19	3.1	1.2	10.3	275	597	822	3205	1.13	1.14	18.1	18.4	1568.6	349959
3898	3897.73	39.8	23.1	3.7	2.1	11.6	271	592	811	3376	1.13	1.14	18.1	18.3	1568	350358
3899	3898.73	28.4	21.5	3.6	1.5	9.5	271	590	814	3388	1.13	1.14	18.1	18.3	1567.7	350916
3900	3899.72	27.6	21.5	2.9	0.4	11	274	592	813	3270	1.13	1.14	18.1	18.3	1570.6	351483
3901	3900.72	20.9	16	2.8	1.8	7.3	276	599	816	3211	1.13	1.14	18	18.4	1563.8	352261
3902	3901.72	27.1	16	3.1	0	9.8	278	602	820	3245	1.13	1.14	18	18.5	1567.1	352796
3903	3902.72	35.9	20.4	3	1.5	7.1	278	595	817	3351	1.13	1.14	18	18.3	1560	353247
3904	3903.72	39.7	20	3	1.5	8.4	278	596	794	3332	1.13	1.14	18.1	18.3	1558	353732
3905	3904.72	32.7	16.9	3.2	1.5	7.5	278	598	818	3277	1.13	1.14	18.1	18.1	1558.5	354257
3906	3905.72	39	24.2	3.6	1.8	8.3	275	590	803	3454	1.13	1.14	18	18.2	1557.2	354612
3907	3906.72	36.7	19.5	2.2	0.4	10.2	280	593	797	3379	1.13	1.14	18	18.2	1555	355062
3908	3907.72	24.9	20.4	2.1	0	10	281	596	798	3291	1.13	1.14	18	18.1	1555	355756
3909	3908.72	21.3	18.2	3.1	1.6	9.1	279	597	808	3268	1.13	1.14	18.1	18.2	1551.7	356526
3910	3909.72	31.9	17.2	3.3	2.2	6.5	278	599	816	3262	1.13	1.14	18.1	18.3	1547.6	356970
3911	3910.72	44.4	18.4	3.2	2.6	6.8	278	596	809	3311	1.13	1.14	18.1	18.3	1546.9	357356
3912	3911.72	33	19.2	2.8	1.1	8.4	278	594	814	3318	1.13	1.14	18.1	18.4	1546	357896
3913	3912.72	27.8	19.7	2.5	0.9	8.8	279	594	814	3309	1.13	1.14	18.1	18.1	1547.4	358438
3914	3913.72	31	22.7	2.5	0.3	11	278	590	802	3393	1.13	1.14	18.1	18.3	1546.6	358931
3915	3914.72	34.5	14.6	2.6	1.7	6.3	281	600	801	3205	1.13	1.14	18.1	18.3	1544.2	359462
3916	3915.72	24.6	15.6	2.7	2	6	281	603	812	3176	1.13	1.14	18.3	18.2	1541.6	360215
3917	3916.72	17.7	16.5	3	1.5	7.6	281	603	778	3186	1.13	1.14	18.3	18.3	1541.3	361171
3918	3917.72	24.7	15.5	2.1	1.3	7.6	282	599	807	3202	1.13	1.14	18.3	18.3	1542.4	361744
3919	3918.72	29.9	22	1.9	0	9.3	280	593	788	3330	1.13	1.13	18.3	18.1	1541.5	362296
3920	3919.72	27.8	18.7	2.3	1.5	8.4	281	598	814	3249	1.13	1.13	18.3	18.4	1541.6	362839
3921	3920.72	20	14	3	0.8	8.2	281	604	812	3176	1.13	1.13	18.2	18.6	1538	363910
3922	3921.71	30.5	20.5	2.2	0	9.3	281	596	807	3300	1.13	1.13	18.2	18.5	1537	364440
3923	3922.71	22.9	19.8	2.9	0.6	9.5	279	597	804	3305	1.13	1.13	18.3	18.5	1534.1	365254
3924	3923.71	31.6	19.2	2.3	0.9	8.8	281	597	802	3255	1.13	1.13	18.3	18.3	1535.7	365747
3925	3924.71	38.7	15.3	2.9	1.7	7.1	280	601	829	3177	1.13	1.13	18.3	18.2	1535.4	366172
3926	3925.71	50.7	20	3.5	2.6	7.2	277	597	800	3305	1.13	1.13	18.3	18.2	1535.4	366565
3927	3926.71	42.3	19.3	3	1.9	8.8	279	596	809	3310	1.13	1.13	18.3	18.2	1548.3	367014
3928	3927.71	33.2	16.8	2.5	1.6	8.3	282	603	821	3192	1.13	1.13	18.3	18.1	1545.5	367742
3929	3928.71	69	14.9	3.1	1.9	8.6	278	597	810	3301	1.13	1.13	18.3	18.1	1548.1	368033
3930	3929.71	49	12.8	2	0	8.1	279	600	781	3190	1.13	1.13	18.3	18.3	1543.2	368442
3931	3930.71	54.4	2.1	2.6	1.6	6.7	280	603	770	3031	1.13	1.13	18.2	18.3	1532.6	368722
3932	3931.71	56.7	7.7	3.5	0	6.7	279	603	779	3139	1.13	1.13	18.3	18.3	1530.3	369016
3933	3932.71	54.6	11.6	2.9	1.8	7.1	280	603	805	3186	1.13	1.13	18.4	18.3	1521.9	369351
3934	3933.71	76.3	12.6	2.8	1.9	7.1	280	600	804	3265	1.13	1.13	18.3	18.3	1521.1	369624
3935	3934.71	54.7	13.9	3.2	1.8	6.8	279	602	796	3274	1.13	1.13	18.3	18.3	1517.8	369920
3936	3935.71	56	14.4	2.9	1.7	8.7	280	599	809	3343	1.13	1.13	18.4	18.3	1513.3	370221
3937	3936.71	62.9	15.1	3.1	2.1	7.4	279	598	798	3342	1.13	1.13	18.4	18.3	1520.9	370488
3938	3937.71	50.9	13	3	0.7	9.1	279	600	808	3318	1.13	1.13	18.4	18	1517.5	370815
3939	3938.71	58.5	14.5	3.7	2.2	6.5	277	601	824	3362	1.13	1.13	18.4	18.1	1514.6	371083
3940	3939.71	57.8	13.8	3.4	2	8.4	278	601	819	3327	1.13	1.13	18.4	18.1	1519.9	371397
3941	3940.7	47.5	12.2	3	1.9	7.5	279	599	789	3257	1.13	1.13	18.4	18.2	1519.2	371729
3942	3941.7	52.9	17.1	2.7	1.6	9	279	596	779	3343	1.13	1.13	18.4	18	1516.2	372018
3943	3942.7	40.4	13.3	3.4	2.1	9.3	279	604	791	3230	1.13	1.13	18.4	17.6	1514.9	372543
3944	3943.7	34.1	13.2	3.6	1.4	9	279	604	808	3206	1.13	1.13	18.4	18	1515.7	373028
3945	3944.7	29.9	13.4	3.6	1.7	9.7	279	605	807	3170	1.13	1.13	18.4	18	1510.9	373595
3946	3945.7	39.9	16.7	3.7	0.1	11.6	278	602	810	3244	1.13	1.13	18.4	18	1514.7	373985
3947	3946.7	42.7	14.2	3.2	1.7	9.5	280	603	796	3249	1.13	1.13	18.4	18	1513.5	374473
3948	3947.7	38.6	13.8	2.6	1	9.5	282	604	768	3222	1.13	1.13	18.4	17.7	1513.8	374928
3949	3948.7	70.9	16.9	4.2	1.9	10.3	274	595	793	3354	1.13	1.13	18.4	17.8	1513	375160
3950	3949.7	62.3	18.2	5.5	0.5	11.9	269	598	806	3298	1.13	1.13	18.4	17.8	1515.9	375461
3951	3950.7	57.4	16.2	3.9	2	10.5	277	600	800	3290	1.13	1.13	18.4	17.8	1511.2	375744
3952	3951.7	63	17.3	3.7	2	10.2	277	597	776	3359	1.13	1.13	18.4	17.7	1513.1	375993
3953	3952.7	57.9	18.1	4.6	2.2	11.9	274	598	803	3227	1.13	1.13	18.4	17.6	1510.7	376264
3954	3953.7	22.9	9.2	3.3	0.9	10.5	280	610	806	3050	1.13	1.13	18.3	17.8	1508.6	377294
3955	3954.7	21.4	12.2	4	1.3	12	273	607	797	3103	1.13	1.13	18.3	17.9	1506.1	377941
3956	3955.7	29.6	13.7	3.5	1.3	10.4	279	604	771	3176	1.13	1.13	18.2	17.7	1506.5	378532
3957	3956.69	33.8	14.6	3.5	1.6	12	276	602	798	3172	1.13	1.13	18.2	18	1506.7	378956
3958	3957.69	72.6	19.8	5.1	2.1	12	271	597	812	3326	1.13	1.13	18.2	17.9	1505.6	379159
3959	3958.69	50.7	14.2	2.4	0.1	8.2	280	598	810	3268	1.13	1.13	18.2	17.7	1506.5	379553
3960	3959.69	18.1	9.5	2.5	0	29.9	280	605	797	3085	1.13	1.13	18.5	18.3	1501.4	380732
3961	3960.69	34.2	15.9	3.6	2.9	6.3	275	598	788	3308	1.13	1.13	18.5	18.1	1485.6	381076
3962	3961.69	57.1	18.3	3.9	3	9.3	274	597	762	3365	1.13	1.13	18.5	18.1	1483.2	381308
3963	3962.69	43.1	13.1	3.3	1.3	10.5	277	601	775	3224	1.13	1.13	18.4	18.2	1481.6	381750
3964	3963.69	30.3	13.7	2.7	0.4	9.8	280	603	774	3137	1.13	1.13	18.5	18	1482.9	382407
3965	3964.69	26.7	16.4	3	1.3	9.1	278	600	773	3238	1.13	1.13	18.5	18	1484	382941
3966	3965.69	26	15.3	2.7	1	9.6	278	599	793	3203	1.13	1.13	18.5	18.2	1484.7	383643
3967	3966.69	17.1	8.3	2.3	0	7.6	281	606	818	3125	1.13	1.13	18.5	18.1	1487.5	384552
3968	3967.69	20.4	13.1	3.2	2	7.3	278	602	820	3246	1.13	1.13	18.5	18.1	1492.4	385209
3969	3968.69	30.7	8.7	3	2.4	6.3	280	607	817	3139	1.13	1.13	18.5	18.1	1490.4	385862
3970	3969.69	43.5	15.3	2.3	1.2	9.3	280	600	805	3201	1.13	1.13	18.5	18	1482.5	386259
3971	3970.69	41.9	16.1	3.1	1.4	7.9	276	597	798	3277	1.13	1.13	18.5	18.1	1486.2	386643
