							Drilling Data									
							Noblige-1									



DEPTH	TVD	ROP_AVG	WOB_AVG	TORQUE_AVG	TORQUE_MIN	TORQUE_MAX	BIT_RPM	FLOWIN	FLOWOUT	PUMP_AVG	MWIN	MWOUT	MTIN	MTOUT	PITTOT	TBR
mMDRT	mTVDRT	m/hr	klbs	kft.lb	kft.lb	kft.lb	rpm	gal/min	gal/min	psi	sg	sg	degC	degC	bbls	

3306	3305.84	27.1	2.8	2.4	2	4.8	287	609	102	2658	1.13	1.13	17.7	20.3	1464.2	27186
3307	3306.84	44.6	8.4	3	2.3	5.2	284	604	103	2798	1.13	1.13	17.7	20.3	1458.6	27574
3308	3307.84	28.3	9.5	2.8	2	5.6	285	603	115	2772	1.13	1.13	17.8	20.3	1452	28209
3309	3308.84	21.5	6.8	2.8	2.1	5.7	285	605	84	2735	1.13	1.13	17.9	20.2	1446.3	28974
3310	3309.84	43.2	12.5	3.1	2.5	5.8	281	596	128	2854	1.13	1.13	18	20.3	1444.6	29367
3311	3310.84	45.6	8.3	2.9	2.2	4.8	284	604	200	2767	1.13	1.13	18	20.3	1443.1	29750
3312	3311.84	30	4.3	2.6	2.1	5.2	264	547	46	2368	1.13	1.13	19.2	18	1413.7	30335
3313	3312.84	28.3	7.2	3.2	2.1	5.9	263	547	122	2438	1.13	1.13	19.3	18	1409.3	30888
3314	3313.84	47.3	11.4	3.2	2.9	5	260	541	88	2517	1.13	1.13	19.3	18	1405	31161
3315	3314.84	31.7	16.2	2.9	2.4	5.4	259	534	80	2626	1.13	1.13	19.3	18.1	1401.7	31729
3316	3315.84	26.1	9.6	2.9	1.3	6.6	262	538	110	2589	1.13	1.13	19.3	17.9	1399.2	32369
3317	3316.84	24.3	12.5	3.1	1.9	6.4	260	536	256	2645	1.13	1.13	19.3	17.8	1390.1	33077
3318	3317.84	23.7	14.6	3	2.3	5.3	261	540	286	2726	1.13	1.13	19.7	17.8	1384.5	33705
3319	3318.84	23.2	12.5	2.6	2.1	5.1	263	544	289	2629	1.13	1.13	19.9	17.8	1379.1	34375
3320	3319.84	21.4	10.4	2.9	1.6	7.5	253	505	326	2495	1.13	1.13	20.1	17.5	1374.8	35294
3321	3320.84	29.2	15.5	3.1	0	8.9	252	500	248	2519	1.13	1.13	20	17.5	1370.5	35844
3322	3321.84	31.3	9.8	2.5	2.1	5.8	252	505	324	2441	1.13	1.13	20	17.2	1368.7	36464
3323	3322.84	48.3	16.3	2.9	1.8	8	251	502	316	2538	1.13	1.13	19.9	17.1	1365.2	36755
3324	3323.84	22.4	14.5	3	2.4	5.5	251	505	233	2485	1.13	1.13	19.9	17.2	1362.9	37625
3325	3324.84	18	12.3	3.4	1.4	8.3	252	502	246	2509	1.13	1.13	19.7	17.2	1358.2	38332
3326	3325.84	19.4	13.7	3.1	1.8	7	251	503	325	2483	1.13	1.13	19.6	17.3	1356.1	39050
3327	3326.84	21.5	10.9	3.2	1.7	7.7	251	504	401	2476	1.13	1.13	19.9	17.9	1351.1	39651
3328	3327.84	26.1	7	2.7	1.9	5.2	252	508	429	2402	1.13	1.13	19.9	17.8	1348.3	40211
3329	3328.84	23.9	7.8	2.7	2	5.9	253	509	427	2414	1.13	1.13	19.8	18	1347.1	40874
3330	3329.84	24.8	9.3	3.2	2.5	5.9	250	505	423	2528	1.13	1.13	19.7	17.9	1343.7	41482
3331	3330.84	24.8	14.4	3.2	2.4	6.3	250	501	468	2549	1.13	1.13	19.7	18.1	1342.1	42094
3332	3331.84	26.6	13.5	3.1	2.4	5.5	251	503	432	2524	1.13	1.13	19.6	18.3	1341	42609
3333	3332.84	39.5	10.7	3.2	2.3	5.9	251	504	373	2553	1.13	1.13	19.5	18.2	1343.1	43000
3334	3333.84	37.5	11.6	3	2.2	6.1	256	514	330	2416	1.13	1.13	19.3	18	1340.2	43461
3335	3334.84	37.2	8.7	2.8	2.3	5.1	252	507	368	2482	1.13	1.13	19.5	18.3	1341.4	43846
3336	3335.84	34.5	12.7	3	2.1	6.4	251	501	315	2539	1.13	1.13	19.5	18.1	1337.8	44329
3337	3336.84	20.9	14.3	2.9	2.2	6.4	251	502	247	2537	1.13	1.13	19.5	15.4	1334.8	45146
3338	3337.84	23.7	15.5	2.9	2.2	6	251	501	207	2570	1.13	1.13	19.3	14	1331.8	45716
3339	3338.84	24	17.2	2.9	1.8	6.4	251	499	185	2576	1.13	1.13	19.3	14	1330.3	46398
3340	3339.84	22.7	17.9	3.3	1.9	6.2	251	502	220	2570	1.13	1.13	19.2	14	1328	47058
3341	3340.84	26.4	14.3	3.1	2.2	5.6	251	499	229	2550	1.13	1.13	19.1	14	1326.1	47790
3342	3341.84	25.6	9.5	2.8	2.4	5.2	252	498	57	2510	1.13	1.13	18.2	18.3	1321.1	48480
3343	3342.84	33.4	17.2	3.7	2.5	7.3	249	494	40	2720	1.13	1.13	18.3	18.5	1319.4	48879
3344	3343.84	34.9	13.1	3	2.4	5.4	252	500	71	2558	1.13	1.13	18.3	18.4	1316.2	49335
3345	3344.84	28	11.2	2.8	1.6	5.9	254	501	43	2497	1.13	1.13	18.4	18.4	1308.8	49926
3346	3345.84	26.5	9.2	3.1	1.7	6.7	253	502	56	2497	1.13	1.13	18.5	18.6	1305.9	50473
3347	3346.83	22.4	19.4	2.9	2.5	5.4	252	499	93	2611	1.13	1.13	18.4	17.5	1303.5	51149
3348	3347.83	13.1	14	2.7	2.2	5.4	253	501	109	2521	1.13	1.13	18.8	16	1301.5	52764
3349	3348.83	22.9	14.3	2.9	1.6	6.6	254	498	115	2547	1.13	1.13	18.8	14.9	1299	53536
3350	3349.83	24.5	9.6	2.9	1.9	6.3	255	503	153	2531	1.13	1.13	18.7	14.8	1296.9	54048
3351	3350.83	30.3	10	2.8	2.2	5.2	253	501	183	2525	1.13	1.13	18.8	14.8	1296.9	54543
3352	3351.83	45.2	7.1	3.1	2.5	5.5	253	503	144	2567	1.13	1.13	18.8	14.9	1296.3	54902
3353	3352.83	27.2	13.9	2.9	2.1	5.8	252	499	109	2587	1.13	1.13	19	14.8	1294.2	55440
3354	3353.83	24.5	11.5	2.9	2.1	5.5	254	503	202	2498	1.13	1.13	19.1	14.9	1291.6	56138
3355	3354.83	23.4	12.5	2.9	1.5	6.8	253	498	154	2579	1.13	1.13	19.4	15.1	1290.9	56747
3356	3355.83	24.6	10.5	3	2.1	5.5	253	500	144	2568	1.13	1.13	19.3	14.9	1289.3	57354
3357	3356.83	20.6	18.2	3.1	2.2	6.1	252	497	91	2606	1.13	1.13	19.5	14.9	1287.7	58051
3358	3357.83	22.8	11.4	2.8	2.1	5.1	254	502	101	2504	1.13	1.13	19.4	14.7	1284.9	58674
3359	3358.83	20.7	11.4	3	2	5.3	253	500	109	2553	1.13	1.13	19.5	14.7	1283.2	59394
3360	3359.83	21.1	16.1	3.2	2.2	6.2	251	496	182	2661	1.13	1.13	19.5	14.8	1281.1	60126
3361	3360.83	19	16.5	3.4	2.5	6.3	250	495	152	2655	1.13	1.13	19.5	14.9	1278.6	60880
3362	3361.83	19.6	16.2	3.2	2.7	6.3	250	495	24	2659	1.13	1.13	19.5	14.5	1273.8	61619
3363	3362.83	14.3	8.7	2.9	2	5.7	253	501	22	2540	1.13	1.13	19.5	15	1276	62724
3364	3363.83	35.6	18	4.1	2.5	7.2	245	484	7	2895	1.13	1.13	19.5	14.4	1275.8	63061
3365	3364.83	25.9	15.3	3.2	1.4	9.8	250	490	0	2699	1.13	1.13	19.4	15.9	1275.9	63718
3366	3365.83	24.8	10.9	3.2	1.7	6.8	252	493	18	2624	1.13	1.13	19.2	15	1272.5	64278
3367	3366.83	35.1	17	4	1.8	8.4	246	490	2	2761	1.13	1.13	19.1	14.3	1268.6	64673
3368	3367.83	40.4	10.2	3	2	5.5	243	497	384	2576	1.13	1.13	19.5	14.4	1263.6	65084
3369	3368.83	30.7	11.7	2.9	1.9	5.5	244	498	307	2581	1.13	1.13	19.7	14.3	1267.1	65609
3370	3369.83	23.7	14.3	3	1.9	5.5	243	495	316	2580	1.13	1.13	19.7	14.1	1278.2	66222
3371	3370.83	20.1	13.2	2.7	0	5.4	250	496	258	2630	1.13	1.13	19.1	14.1	1327.4	67018
3372	3371.83	17.1	20.5	2.9	2.4	4.8	250	496	347	2568	1.13	1.13	19.4	14.3	1341.9	67897
3373	3372.83	15.6	18.7	2.9	2.5	5.2	250	495	427	2629	1.13	1.13	19.8	14	1344.3	68894
3374	3373.83	15.6	17.5	3.1	2.3	6	249	495	477	2610	1.13	1.13	19.9	14.1	1353.8	69721
3375	3374.83	20	16.4	3.2	2	5.4	249	495	257	2644	1.13	1.13	19.8	13.9	1363	70413
3376	3375.83	22.7	6.3	2.6	2	5.6	253	504	329	2439	1.13	1.13	19.8	13.8	1373.5	71125
3377	3376.83	21.6	4.8	2.4	1.9	5.5	254	504	270	2413	1.13	1.13	19.8	13.8	1383.8	71780
3378	3377.83	29.6	7.5	3.1	1.9	7	252	503	161	2503	1.13	1.13	19.8	13.9	1390.5	72244
3379	3378.83	51.7	13.4	3.7	2.2	7.5	245	485	234	2707	1.13	1.13	19.8	13.8	1390.7	72542
3380	3379.83	54.2	16.7	3.8	2.4	8	246	488	229	2759	1.13	1.13	19.7	13.8	1396.3	72831
3381	3380.83	52.8	16.7	4.7	1.6	8.4	247	488	229	2787	1.13	1.13	19.7	13.9	1395.9	73112
3382	3381.83	56.7	14	3.4	0	6.2	249	496	318	2617	1.13	1.13	19.6	14	1411.9	73359
3383	3382.83	31.7	10.1	2.8	1.7	5.4	258	512	613	2292	1.13	1.13	19.3	14.7	1381.6	73920
3384	3383.83	50.4	16.8	3.5	3	5.5	251	500	494	2491	1.13	1.13	19.4	14.4	1383.3	74159
3385	3384.83	69.1	18.9	3.6	2.7	6.8	251	497	445	2527	1.13	1.13	19.5	14.4	1375.1	74388
3386	3385.83	64.1	14.7	3.8	0.4	8.9	254	505	130	2435	1.13	1.13	19.4	14.4	1374	74648
3387	3386.83	46.9	16.5	3.3	2.3	6.4	253	503	8	2459	1.13	1.13	19.2	14.4	1378.1	75021
3388	3387.83	62.5	16.1	4	2.9	6.6	252	503	81	2497	1.13	1.13	19	14.4	1387.3	75273
3389	3388.83	40.8	17.7	3.2	1.2	7.5	255	501	3	2408	1.13	1.13	18.7	16.3	1386.1	75713
3390	3389.83	45.5	15.7	3	1.9	6.2	254	503	60	2401	1.13	1.13	18.6	17.1	1387.6	76037
3391	3390.83	37.1	16.5	3.2	2.4	6	254	504	19	2446	1.13	1.13	18.6	17.7	1386.6	76473
3392	3391.83	36.3	19.9	3.4	1.5	9	252	500	30	2526	1.13	1.13	18.6	18	1383.1	76929
3393	3392.83	35.1	21.7	3.3	2	7.2	253	500	334	2449	1.13	1.13	18.6	18.3	1384.9	77358
3394	3393.83	21.8	24.2	3.2	2	5.5	254	504	721	2444	1.13	1.13	18.7	18.5	1368.6	78182
3395	3394.83	19.7	19.8	2.8	2.3	4.8	256	507	752	2331	1.13	1.13	19.5	18.8	1366.1	79041
3396	3395.83	31	20.7	3.1	2.7	5.4	242	501	722	2517	1.13	1.13	19.7	18.7	1364	79533
3397	3396.83	14.8	20.9	2.9	2.1	5.1	243	503	762	2468	1.13	1.13	19.8	18.7	1366.5	80656
3398	3397.83	29	21.4	3.3	1.6	8.5	241	497	733	2535	1.13	1.13	19.8	18.8	1360.7	81095
3399	3398.83	35.9	19.4	3.2	0.4	9.2	242	497	736	2549	1.13	1.13	19.7	18.8	1357.9	81510
3400	3399.83	33.4	9.6	3	0	4.6	255	566	763	2750	1.13	1.13	18.9	19	1386.9	81914
3401	3400.83	46	17.2	3.9	2	7	256	581	804	3094	1.13	1.13	18.7	19.1	1394	82246
3402	3401.83	42.3	19.2	3.1	1.2	7.2	261	583	790	3070	1.13	1.13	18.7	19.2	1390.6	82622
3403	3402.83	34	10.9	2.8	2.1	5.3	263	593	822	2929	1.13	1.13	19.2	14.3	1388.1	83124
3404	3403.83	35.1	11.7	2.5	1.5	5.6	263	593	797	2804	1.13	1.13	19.4	14.1	1387.4	83586
3405	3404.83	28.8	15.3	2.9	0.1	7.3	267	599	811	2782	1.13	1.13	19.1	14	1386.5	84139
3406	3405.83	29.6	14.1	2.8	1	7.6	265	597	804	2792	1.13	1.13	19.1	13.9	1386	84670
3407	3406.83	42.1	15.7	3.4	1.9	6.3	262	597	791	2856	1.13	1.13	19.3	13.8	1385.6	85046
3408	3407.82	25.4	15.6	2.9	1.3	7.2	265	597	747	2806	1.13	1.13	19.2	13.8	1390.4	85695
3409	3408.82	31.7	15.1	2.8	1.5	6.4	264	599	731	2798	1.13	1.13	19.1	13.7	1396	86166
3410	3409.82	40.9	15	3.5	1	7.3	264	598	705	2822	1.13	1.13	18.9	13.7	1400.5	86528
3411	3410.82	36.7	15.2	3.6	0.1	9.5	262	598	728	2768	1.13	1.13	18.8	13.7	1403.9	86942
3412	3411.82	33.2	11.6	2.6	0.1	8.1	265	600	700	2717	1.13	1.13	18.9	13.8	1405.7	87453
3413	3412.82	44.3	12.3	3.3	1.8	6.3	263	599	710	2794	1.13	1.13	18.8	13.8	1406.1	87798
3414	3413.82	41.1	9.7	3.1	1.7	7	264	601	766	2749	1.13	1.13	18.7	13.8	1406.1	88183
3415	3414.82	59.1	10.7	2.9	0.7	8.1	263	596	718	2801	1.13	1.13	18.7	13.8	1412.3	88456
3416	3415.82	40.8	8.4	3	1.5	7.6	265	602	719	2716	1.13	1.13	18.5	13.8	1414.2	88862
3417	3416.82	34.1	10	2.9	0	8.9	263	601	697	2746	1.13	1.13	18.4	13.8	1417.1	89287
3418	3417.82	56.2	12.1	3.4	1.9	6.7	261	594	662	2876	1.13	1.13	18.5	13.8	1420.4	89517
3419	3418.82	70.8	12.8	3.3	2.4	5.7	261	594	672	2883	1.13	1.13	18.3	13.8	1423.2	89730
3420	3419.82	48.4	11.3	2.6	1.6	5.6	266	600	716	2730	1.13	1.13	18.1	13.8	1426.4	90075
3421	3420.82	68.6	12.1	3.4	2.3	5.7	261	597	699	2894	1.13	1.13	18.1	13.8	1430.9	90311
3422	3421.82	54.3	10.6	3.1	1.5	7.3	263	597	668	2765	1.13	1.13	18.1	13.9	1432	90607
3423	3422.82	37.3	15.7	3	1.3	8	263	599	704	2825	1.13	1.13	18.1	14	1436.1	91016
3424	3423.82	71	14	3.8	2.1	9	262	598	672	2853	1.13	1.13	18	14.1	1443.5	91281
3425	3424.82	54.9	9.2	3.5	1.2	9.1	262	599	638	2749	1.13	1.13	18.1	14.1	1444.4	91583
3426	3425.82	47	13.7	3.3	0.9	8.8	264	598	629	2794	1.13	1.13	18.2	14.2	1454.2	91905
3427	3426.82	43.5	12.2	3.1	0.6	7.1	265	594	625	2785	1.13	1.13	18	14.3	1456.3	92284
3428	3427.82	54	11.5	3.7	1.9	7.9	262	597	608	2833	1.13	1.13	17.6	14.3	1457.2	92576
3429	3428.82	90.4	13.3	3.8	2.3	6.8	259	596	610	2909	1.13	1.13	17.7	14.4	1460.8	92758
3430	3429.82	42.9	8	2.7	0	7.9	265	596	527	2724	1.13	1.13	17.8	16	1504.2	93262
3431	3430.82	50.4	12.4	3.5	1.6	8.4	263	585	517	2818	1.13	1.13	18.4	19.1	1511.3	93549
3432	3431.82	27.6	13.6	3.2	1.5	8	264	589	562	2809	1.13	1.13	18.5	19.3	1508.2	94260
3433	3432.82	45.5	13	3.3	1.8	8.1	262	589	559	2821	1.13	1.13	18.5	19.3	1505.9	94561
3434	3433.82	53.1	8.5	2.9	1.9	5.1	266	596	690	2724	1.13	1.13	18.5	19.2	1503	94980
3435	3434.82	41.5	13.8	2.7	0	8.9	265	591	642	2742	1.13	1.13	18.5	19.2	1504.8	95452
3436	3435.82	38.7	17.6	3.2	1.6	8.7	264	588	672	2825	1.13	1.13	18.5	19.2	1501	95822
3437	3436.82	38.6	15.6	3.4	1.3	7.4	262	588	636	2794	1.13	1.13	18.5	19.3	1499.9	96253
3438	3437.82	41.5	14.3	2.5	1.8	5.5	265	591	702	2752	1.13	1.13	18.5	19.3	1500	96652
3439	3438.82	29.4	16.9	2.6	1.2	5.9	267	590	673	2748	1.13	1.13	18.5	19.5	1488.3	97267
3440	3439.82	22.6	17.6	2.9	1.3	8.2	266	590	737	2764	1.13	1.13	18.4	19.3	1492.3	98059
3441	3440.82	33.7	18.5	2.8	1.4	6	264	587	785	2827	1.13	1.13	18.4	19.3	1490.5	98573
3442	3441.82	26.9	24	2.3	0.9	10.1	264	586	772	2798	1.13	1.13	18.3	19.3	1484.9	99260
3443	3442.82	18.7	16.3	2.7	1.5	5.8	265	590	777	2770	1.13	1.13	18.3	19.3	1485.1	100010
3444	3443.82	23.1	13.4	2.6	1.5	6	267	593	802	2715	1.13	1.13	18.2	19.3	1485.6	100613
3445	3444.82	25.9	19.1	2.9	0.6	7.8	266	589	757	2818	1.13	1.13	18.2	19.3	1485.2	101239
3446	3445.82	29.2	19.4	2.4	0	9	265	586	750	2823	1.13	1.13	18.1	19.3	1483.8	101805
3447	3446.82	21	15.9	2.5	1.7	4.9	266	592	754	2734	1.13	1.13	18	19.4	1480.5	102651
3448	3447.82	26.6	21.5	3.2	1.9	6	262	583	753	2905	1.13	1.13	18	19.5	1478.8	103091
3449	3448.82	25.1	18.3	2.7	1.9	5.5	264	588	804	2833	1.13	1.13	17.9	19.6	1475.6	103674
3450	3449.82	11.5	18.5	2.3	1.7	4.9	266	588	804	2716	1.13	1.13	17.9	19.5	1471.7	105394
3451	3450.82	10	18.3	2.5	1.3	5.2	257	556	777	2634	1.13	1.13	17.8	19.5	1469.5	106616
3452	3451.82	21.6	19.3	3	1.3	7.2	254	552	752	2717	1.13	1.13	17.7	19.6	1474.6	107184
3453	3452.82	31.3	19.6	3.3	1.3	7.5	254	551	783	2787	1.13	1.13	17.7	19.5	1475.5	107646
3454	3453.82	36.3	16.8	2.9	1.6	6.4	254	552	801	2690	1.13	1.13	17.7	19.5	1472.9	108074
3455	3454.82	25.2	17.5	3.1	1.5	7.6	254	553	774	2716	1.13	1.13	17.7	19.6	1472.4	108668
3456	3455.82	37.1	15.9	3	0.1	8.4	256	554	775	2670	1.13	1.13	17.7	19.7	1469.8	109283
3457	3456.82	29	15	2.6	1.2	7.2	255	553	784	2649	1.13	1.13	17.7	19.6	1468.9	109817
3458	3457.82	56.2	16.7	3.2	2.6	5.7	252	553	774	2754	1.13	1.13	17.7	19.5	1468.1	110088
3459	3458.82	44.6	21.7	3.6	0	6.7	249	545	779	2852	1.13	1.13	17.7	15.6	1482.2	110421
3460	3459.82	34.1	14.9	2.9	2	7	253	543	717	2727	1.13	1.13	18	19.8	1465	110861
3461	3460.82	55.6	17.6	3.9	2	7.5	249	536	731	2899	1.13	1.13	18	19.9	1460.4	111114
3462	3461.82	43.1	11.9	3	2.2	6.5	252	541	731	2762	1.13	1.13	17.9	19.8	1460.2	111474
3463	3462.82	79.9	17.3	3.9	2.8	7.9	249	536	696	2884	1.13	1.13	18	19.8	1459.6	111647
3464	3463.82	63.1	14.8	3.5	1.7	7.9	252	542	788	2802	1.13	1.13	18	19.7	1457.9	111892
3465	3464.82	64	14.2	3.2	1.9	7.1	252	540	763	2778	1.13	1.13	18	19.8	1455.8	112146
3466	3465.82	55	9.6	3.1	1.8	6.3	253	543	750	2676	1.13	1.13	17.9	15.4	1451.6	112463
3467	3466.82	78	15.6	3.6	2.3	7.1	251	543	751	2814	1.13	1.13	18	15	1451.1	112622
3468	3467.82	54.5	15.9	3.9	2.4	7.5	249	537	738	2866	1.13	1.13	18	15	1449.6	112899
3469	3468.82	34.8	11.5	3.2	2	6.9	253	543	775	2719	1.13	1.13	18	14.9	1449.4	113337
3470	3469.82	73	18.4	4	2.4	8.5	250	539	753	2903	1.13	1.13	18	14.9	1447.6	113533
3471	3470.82	60.2	12.7	3.2	2.6	6.9	252	542	735	2731	1.13	1.13	18	14.9	1445.7	113803
3472	3471.82	77.5	11.5	3.7	2.3	6.8	251	546	747	2786	1.13	1.13	18	14.8	1445.4	113979
3473	3472.82	79.4	12.4	2.8	1.2	9.4	253	542	761	2654	1.13	1.13	18	14.8	1444.4	114170
3474	3473.81	86.5	16.5	3.5	1.8	7.9	252	542	786	2758	1.13	1.13	18	14.8	1444	114353
3475	3474.81	59.3	6.5	3	2.1	5.5	254	550	786	2598	1.13	1.13	18	14.8	1443.6	114636
3476	3475.81	69.9	11.6	4	2.7	8.8	252	547	769	2784	1.13	1.13	18	14.7	1443.3	114838
3477	3476.81	53.3	16.7	3.4	1.8	8.1	251	538	777	2810	1.13	1.13	18	14.7	1442	115180
3478	3477.81	33.6	16	3.3	2	7.4	253	541	777	2737	1.13	1.13	17.9	14.7	1440.8	115621
3479	3478.81	29.7	13.7	3.5	2.2	7	252	541	766	2740	1.13	1.13	17.9	14.7	1437.7	116157
3480	3479.81	34.8	14.7	3.7	2.5	6.8	250	542	755	2799	1.13	1.13	17.9	14.7	1437.5	116574
3481	3480.81	37.4	14.7	3.7	1.4	9.6	252	541	719	2770	1.13	1.13	17.9	14.6	1437.5	116986
3482	3481.81	44.6	13.8	2.8	0	8.7	255	547	786	2627	1.13	1.13	17.9	14.6	1435.1	117283
3483	3482.81	46.1	13.6	3.1	1.5	9.9	253	549	791	2717	1.13	1.13	17.9	14.6	1434.2	117602
3484	3483.81	38.3	13.2	3.4	2.3	6.8	253	546	750	2710	1.13	1.13	17.9	14.7	1431	118052
3485	3484.81	49.9	12.1	3.3	2.2	6.3	253	549	742	2684	1.13	1.13	17.9	14.5	1432.3	118365
3486	3485.81	47.7	18.2	2.9	1.8	6.2	254	545	776	2706	1.13	1.13	17.8	14.5	1429.8	118739
3487	3486.81	14.1	19.3	2.9	2.4	4.9	269	600	822	2899	1.13	1.13	17.7	14.5	1425.3	120115
3488	3487.81	13.9	18.5	2.7	1.9	6	244	600	812	2869	1.13	1.13	17.7	14.4	1438.7	121304
3489	3488.81	11.9	22	2.6	1.7	6.1	244	594	798	2836	1.13	1.13	17.9	14.6	1417.1	122479
3490	3489.81	12.7	21.5	2.7	0.4	8	245	593	805	2847	1.13	1.13	17.8	14.3	1410.5	123600
3491	3490.81	19.5	22.3	3.3	1.9	6	258	587	811	3030	1.13	1.13	17.7	14.1	1409.7	124440
3492	3491.81	33.2	23	3.1	2	6.3	268	580	789	3108	1.13	1.13	17.6	14.1	1406.8	124923
3493	3492.81	29.1	19.4	2.8	1.7	5.8	271	583	793	3018	1.13	1.13	17.6	14	1405.6	125401
3494	3493.81	38.4	17.7	3.1	2.3	5.2	272	594	821	3154	1.13	1.13	17.5	14.1	1402.2	125787
3495	3494.81	34.9	19.2	2.9	1.2	6.2	275	599	809	3161	1.13	1.13	17.4	14	1399.6	126300
3496	3495.81	29.8	16.9	3	2.4	5.1	274	600	817	3153	1.13	1.13	17.4	14	1392.4	126833
3497	3496.81	32.2	15.6	2.7	1.9	4.8	276	604	810	3090	1.13	1.13	17.4	14	1390.8	127377
3498	3497.81	41.8	18.6	2.5	2	6.2	275	601	827	3118	1.13	1.13	17.4	14	1389.5	127865
3499	3498.81	32.7	20.7	4	2.7	8	269	593	817	3343	1.13	1.13	17.3	14	1385.9	128408
3500	3499.81	60.8	18.4	3.4	2.4	6.7	271	595	819	3237	1.13	1.13	17.3	14	1385.4	128673
3501	3500.81	29.1	14.8	2.8	1.9	6	276	603	823	3090	1.13	1.13	17.3	14	1383.4	129256
3502	3501.81	27.2	18.3	3	2.2	5.9	274	601	818	3114	1.13	1.13	17.2	14	1382.3	129863
3503	3502.81	30.5	15.7	3	2.3	5.1	274	602	798	3122	1.13	1.13	17.3	14.1	1381.9	130411
3504	3503.81	20.5	22.2	2.9	2.3	5.8	275	602	821	3108	1.13	1.13	17.2	14.1	1381	131201
3505	3504.81	9.7	20.8	2.9	2.3	4.7	275	603	680	3100	1.13	1.13	17.2	14.2	1378.5	132983
3506	3505.81	10.8	22.2	2.6	1.9	5.4	269	605	675	3041	1.13	1.13	17.3	14.5	1375.3	134544
3507	3506.81	12	22.2	2.7	2.2	5	268	605	672	3063	1.13	1.13	17.3	14.6	1372.9	135921
3508	3507.81	9.2	21.4	2.5	2	4.6	263	587	716	2879	1.13	1.13	17.4	14.6	1369.5	137596
3509	3508.81	20.5	25.6	3.4	2.6	6.2	250	547	700	2949	1.13	1.13	17.4	14.6	1365.3	138372
3510	3509.81	17.1	25.5	3	2.1	5.7	252	552	721	2862	1.13	1.13	17.4	14.6	1363.6	139257
3511	3510.81	24.9	23.9	4	3	7	247	543	703	3080	1.13	1.13	17.5	14.6	1364.4	139861
3512	3511.81	37.7	14.9	2.8	1.8	6.4	253	552	567	2842	1.13	1.13	17.4	14.5	1367.8	140245
3513	3512.81	25.3	24.4	3.4	2.1	6.5	250	549	630	2932	1.13	1.13	17.4	14.6	1369.6	140904
3514	3513.81	26.5	24.3	3.5	2.7	6.1	249	547	686	2991	1.13	1.13	17.5	14.4	1367.7	141444
3515	3514.81	23.7	22.5	3.1	2.1	5.6	251	548	685	2895	1.13	1.13	17.6	14.4	1362.8	142073
3516	3515.81	19.5	25.6	3.3	2	5.8	251	550	715	2916	1.13	1.13	17.6	14.5	1357.8	142882
3517	3516.81	31.1	22.6	3.7	1.8	7.2	250	546	712	2970	1.13	1.13	17.6	14.5	1373.6	143370
3518	3517.81	19.8	3.2	3	1.8	5.6	254	538	636	2722	1.13	1.13	18.1	15	1359.1	144219
3519	3518.81	51.4	12.6	3.8	1.7	8.1	250	529	611	2906	1.13	1.13	18.2	15	1357.5	144493
3520	3519.81	71.2	14.6	3.7	2.7	6.9	249	529	633	2912	1.13	1.13	18.2	14.9	1356.6	144704
3521	3520.81	65.5	20.3	3.6	3	6.5	248	524	643	2948	1.13	1.13	18.1	14.9	1353.8	144935
3522	3521.81	56.7	16.4	3.5	3	5.7	249	527	637	2879	1.13	1.13	18.1	14.8	1354	145248
3523	3522.81	42.9	9.5	2.8	0	6.5	252	545	626	2724	1.13	1.13	18.2	19.7	1381.2	145628
3524	3523.81	64.5	13.8	3.4	2.8	5.5	252	537	630	2842	1.13	1.13	18.2	19.8	1360.6	145859
3525	3524.81	43.3	16.7	3.5	1.9	7.8	251	536	608	2921	1.13	1.13	18.1	19.7	1358	146256
3526	3525.81	25.9	23.4	3.4	2	6.8	253	536	630	2848	1.13	1.13	18.1	19.7	1352.8	146853
3527	3526.8	20.6	24.3	2.9	2.4	5.5	255	541	674	2753	1.13	1.13	18.1	19.8	1351	147592
3528	3527.8	14	29	2.8	2.1	5.2	257	547	687	2814	1.13	1.13	18.1	19.8	1351.1	148792
3529	3528.8	53.8	24.3	3.6	2.8	5.9	263	579	671	3166	1.13	1.13	18.1	18.6	1350.7	149201
3530	3529.8	45.3	21.3	3	1.9	5.9	267	582	767	3009	1.13	1.13	18.1	19.3	1348	149628
3531	3530.8	34.9	18.7	3.1	1.8	7.4	266	577	758	3110	1.13	1.13	18.1	19.5	1346.9	150086
3532	3531.8	37.3	21	3.4	2.4	6.1	269	595	809	3214	1.13	1.13	18	19.5	1345.3	150586
3533	3532.8	16.3	27	3.1	0	8.1	271	596	801	3160	1.13	1.13	17.9	19.5	1342.5	151876
3534	3533.8	16.2	17.3	3	1.5	8	272	598	803	3128	1.13	1.13	17.8	19.5	1339.9	152885
3535	3534.8	26.2	14.8	2.8	1.9	6	271	598	809	3126	1.13	1.13	17.7	19.4	1338.5	153471
3536	3535.8	29.6	15.9	3.1	2.1	5.8	270	596	809	3152	1.13	1.13	17.6	19.6	1337.6	154005
3537	3536.8	27.5	12.1	2.7	2.1	5.2	272	601	827	3041	1.13	1.13	17.5	19.5	1336.7	154623
3538	3537.8	19.4	22.3	2.8	2.2	5.9	272	599	825	3093	1.13	1.13	17.4	19.5	1334.6	155564
